Owner;Name;Type;Static;Final;Array;Access;Note
java.lang.ClassLoader;packages;ConcurrentHashMap<String,NamedPackage>;FALSE;TRUE;FALSE;private;
java.lang.ClassLoader;parallelLockMap;ConcurrentHashMap<String,Object>;FALSE;TRUE;FALSE;private;
sun.util.locale.LocaleObjectCache;map;ConcurrentMap<K,CacheEntry<K,V>>;FALSE;TRUE;FALSE;private;
java.lang.invoke.MethodType;internTable;ConcurrentWeakInternSet<MethodType>;TRUE;TRUE;FALSE;package;reference never returned, components immutable
java.lang.ModuleLayer;cf;Configuration;FALSE;TRUE;FALSE;private;
java.lang.module.ResolvedModule;cf;Configuration;FALSE;TRUE;FALSE;private;
java.lang.module.Configuration;EMPTY_CONFIGURATION;Configuration;TRUE;TRUE;FALSE;private;immutable type
java.lang.System;cons;Console;TRUE;FALSE;FALSE;private;should be replaced with tenant-aware equivalent
java.lang.reflect.Constructor;root;Constructor<T>;FALSE;FALSE;FALSE;private;
java.lang.Class;cachedConstructor;Constructor<T>;FALSE;FALSE;FALSE;private;
java.lang.reflect.Constructor;constructorAccessor;ConstructorAccessor;FALSE;FALSE;FALSE;private;
java.lang.reflect.Constructor;genericInfo;ConstructorRepository;FALSE;FALSE;FALSE;private;
java.util.concurrent.ConcurrentHashMap;counterCells;CounterCell[];FALSE;FALSE;TRUE;private;
java.security.AccessControlContext;debug;Debug;TRUE;FALSE;FALSE;private;never returned
java.security.AccessControlContext;combiner;DomainCombiner;FALSE;FALSE;FALSE;private;
java.lang.Double;MIN_VALUE;double;TRUE;TRUE;FALSE;public;immutable type
java.util.Locale;MAX_WEIGHT;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Double;MIN_NORMAL;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Math;E;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Math;twoToTheDoubleScaleDown;double;TRUE;FALSE;FALSE;package;immutable type
java.lang.Math;DEGREES_TO_RADIANS;double;TRUE;TRUE;FALSE;private;immutable type
java.lang.Math;twoToTheDoubleScaleUp;double;TRUE;FALSE;FALSE;package;immutable type
java.lang.Double;POSITIVE_INFINITY;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Double;MAX_VALUE;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Math;PI;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Math;RADIANS_TO_DEGREES;double;TRUE;TRUE;FALSE;private;immutable type
java.util.Locale;weight;double;FALSE;TRUE;FALSE;private;
java.util.Locale;MIN_WEIGHT;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Double;NaN;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Double;NEGATIVE_INFINITY;double;TRUE;TRUE;FALSE;public;immutable type
java.lang.Double;value;double;FALSE;TRUE;FALSE;private;
java.util.Hashtable;table;Entry<?,?>[];FALSE;FALSE;TRUE;private;
java.util.WeakHashMap;table;Entry<K,V>[];FALSE;FALSE;TRUE;package;
java.util.concurrent.ConcurrentHashMap;entrySet;EntrySetView<K,V>;FALSE;FALSE;FALSE;private;
java.lang.StackWalker;DEFAULT_EMPTY_OPTION;EnumSet<Option>;TRUE;TRUE;FALSE;package;never returned
java.lang.reflect.Parameter;executable;Executable;FALSE;TRUE;FALSE;private;
java.lang.StackWalker;extendedOption;ExtendedOption;FALSE;TRUE;FALSE;private;
java.io.ObjectStreamField;field;Field;FALSE;TRUE;FALSE;private;
java.lang.reflect.Field;root;Field;FALSE;FALSE;FALSE;private;
java.lang.reflect.Field;overrideFieldAccessor;FieldAccessor;FALSE;FALSE;FALSE;private;
java.lang.reflect.Field;fieldAccessor;FieldAccessor;FALSE;FALSE;FALSE;private;
java.lang.reflect.Field;genericInfo;FieldRepository;FALSE;FALSE;FALSE;private;
java.io.FileOutputStream;channel;FileChannel;FALSE;FALSE;FALSE;private;
java.io.FileInputStream;channel;FileChannel;FALSE;FALSE;FALSE;private;
java.io.FileInputStream;fd;FileDescriptor;FALSE;TRUE;FALSE;private;
java.io.FileDescriptor;in;FileDescriptor;TRUE;TRUE;FALSE;public;should be replaced with tenant-aware equivalent
java.io.FileDescriptor;err;FileDescriptor;TRUE;TRUE;FALSE;public;should be replaced with tenant-aware equivalent
java.io.FileDescriptor;out;FileDescriptor;TRUE;TRUE;FALSE;public;should be replaced with tenant-aware equivalent
java.io.FileOutputStream;fd;FileDescriptor;FALSE;TRUE;FALSE;private;
java.io.File;fs;FileSystem;TRUE;TRUE;FALSE;private;never returned
java.lang.Float;MAX_VALUE;float;TRUE;TRUE;FALSE;public;immutable type
java.lang.Float;POSITIVE_INFINITY;float;TRUE;TRUE;FALSE;public;immutable type
java.util.Hashtable;loadFactor;float;FALSE;FALSE;FALSE;private;
java.nio.charset.CharsetEncoder;averageBytesPerChar;float;FALSE;TRUE;FALSE;private;
java.lang.Float;NEGATIVE_INFINITY;float;TRUE;TRUE;FALSE;public;immutable type
java.util.HashMap;loadFactor;float;FALSE;TRUE;FALSE;package;
java.nio.charset.CharsetDecoder;maxCharsPerByte;float;FALSE;TRUE;FALSE;private;
java.nio.charset.CharsetEncoder;maxBytesPerChar;float;FALSE;TRUE;FALSE;private;
java.lang.Float;value;float;FALSE;TRUE;FALSE;private;
java.util.HashMap;DEFAULT_LOAD_FACTOR;float;TRUE;TRUE;FALSE;package;immutable type
java.lang.Float;MIN_VALUE;float;TRUE;TRUE;FALSE;public;immutable type
java.lang.Float;NaN;float;TRUE;TRUE;FALSE;public;immutable type
java.util.WeakHashMap;loadFactor;float;FALSE;TRUE;FALSE;private;
java.util.WeakHashMap;DEFAULT_LOAD_FACTOR;float;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;LOAD_FACTOR;float;TRUE;TRUE;FALSE;private;immutable type
java.lang.Float;MIN_NORMAL;float;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.CharsetDecoder;averageCharsPerByte;float;FALSE;TRUE;FALSE;private;
java.io.PrintStream;formatter;Formatter;FALSE;FALSE;FALSE;private;
jdk.internal.ref.CleanerImpl;cleanerImplAccess;Function<Cleaner,CleanerImpl>;TRUE;FALSE;FALSE;private;never returned
java.util.HashSet;map;HashMap<E,Object>;FALSE;FALSE;FALSE;private;
java.lang.Character;aliases;HashMap<String,Character.UnicodeScript>;TRUE;FALSE;FALSE;private;never returned
jdk.internal.loader.URLClassPath;lmap;HashMap<String,Loader>;FALSE;TRUE;FALSE;private;
jdk.internal.misc.Signal;signals;Hashtable<Integer,Signal>;TRUE;FALSE;FALSE;private;never returned
jdk.internal.misc.Signal;handlers;Hashtable<Signal,Signal.Handler>;TRUE;FALSE;FALSE;private;reference never returned, components immutable
java.net.URL;handlers;Hashtable<String,URLStreamHandler>;TRUE;FALSE;FALSE;package;reference never returned, components immutable
jdk.internal.module.IllegalAccessLogger;logger;IllegalAccessLogger;TRUE;FALSE;FALSE;private;modifier methods inaccessible from outside
java.net.URL;hostAddress;InetAddress;FALSE;FALSE;FALSE;package;
java.lang.System;in;InputStream;TRUE;TRUE;FALSE;public;should be replaced with tenant-aware equivalent
java.io.FilterInputStream;in;InputStream;FALSE;FALSE;FALSE;protected;
jdk.internal.loader.Resource;cis;InputStream;FALSE;FALSE;FALSE;private;
java.util.WeakHashMap;DEFAULT_INITIAL_CAPACITY;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Vector;count;int;FALSE;FALSE;FALSE;package;
java.lang.reflect.Modifier;SYNTHETIC;int;TRUE;TRUE;FALSE;package;immutable type
java.lang.Thread;NORM_PRIORITY;int;TRUE;TRUE;FALSE;public;immutable type
sun.util.PreHashedMap;shift;int;FALSE;TRUE;FALSE;private;
java.io.BufferedWriter;nextChar;int;FALSE;FALSE;FALSE;private;
java.nio.Buffer;SPLITERATOR_CHARACTERISTICS;int;TRUE;TRUE;FALSE;package;immutable type
java.util.concurrent.ConcurrentHashMap;RESIZE_STAMP_BITS;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Byte;BYTES;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Modifier;BRIDGE;int;TRUE;TRUE;FALSE;package;immutable type
java.util.Locale;DISPLAY_VARIANT;int;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.misc.VM;JAVA_LANG_SYSTEM_INITED;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Thread;threadStatus;int;FALSE;FALSE;FALSE;private;
java.lang.Thread;threadLocalRandomSecondarySeed;int;FALSE;FALSE;FALSE;package;
java.lang.Thread;threadInitNumber;int;TRUE;FALSE;FALSE;private;immutable type
jdk.internal.misc.Unsafe;ARRAY_BOOLEAN_INDEX_SCALE;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;SIZE;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.module.ModuleDescriptor;hash;int;FALSE;FALSE;FALSE;private;
jdk.internal.reflect.ReflectionFactory;inflationThreshold;int;TRUE;FALSE;FALSE;private;immutable type
java.util.Arrays;INSERTIONSORT_THRESHOLD;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Constructor;slot;int;FALSE;FALSE;FALSE;private;
java.lang.ThreadLocal;HASH_INCREMENT;int;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;UNTREEIFY_THRESHOLD;int;TRUE;TRUE;FALSE;package;immutable type
java.io.BufferedInputStream;markpos;int;FALSE;FALSE;FALSE;protected;
java.io.BufferedInputStream;MAX_BUFFER_SIZE;int;TRUE;FALSE;FALSE;private;immutable type
jdk.internal.misc.Unsafe;ARRAY_FLOAT_INDEX_SCALE;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Integer;value;int;FALSE;TRUE;FALSE;private;
java.util.concurrent.ConcurrentHashMap;TREEBIN;int;TRUE;TRUE;FALSE;package;immutable type
java.util.concurrent.ConcurrentHashMap;MAXIMUM_CAPACITY;int;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;sizeCtl;int;FALSE;FALSE;FALSE;private;
java.util.HashMap;MAXIMUM_CAPACITY;int;TRUE;TRUE;FALSE;package;immutable type
java.lang.Class;ANNOTATION;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Character;ERROR;int;TRUE;TRUE;FALSE;package;immutable type
java.lang.Float;SIZE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.concurrent.ConcurrentHashMap;MAX_RESIZERS;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Hashtable;threshold;int;FALSE;FALSE;FALSE;private;
java.util.ArrayList;size;int;FALSE;FALSE;FALSE;private;
java.lang.Integer;SIZE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.concurrent.ConcurrentHashMap;transferIndex;int;FALSE;FALSE;FALSE;private;
jdk.internal.misc.Unsafe;ADDRESS_SIZE;int;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.misc.Unsafe;ARRAY_INT_BASE_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.CharsetDecoder;state;int;FALSE;FALSE;FALSE;private;
java.lang.Byte;SIZE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.Vector;MAX_ARRAY_SIZE;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Parameter;index;int;FALSE;TRUE;FALSE;private;
java.lang.Thread;MAX_PRIORITY;int;TRUE;TRUE;FALSE;public;immutable type
java.io.BufferedWriter;defaultCharBufferSize;int;TRUE;FALSE;FALSE;private;immutable type
java.util.Collections;FILL_THRESHOLD;int;TRUE;TRUE;FALSE;private;immutable type
java.util.HashMap;DEFAULT_INITIAL_CAPACITY;int;TRUE;TRUE;FALSE;package;immutable type
java.lang.reflect.Modifier;CLASS_MODIFIERS;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Character;MAX_CODE_POINT;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Modifier;FINAL;int;TRUE;TRUE;FALSE;public;immutable type
sun.util.PreHashedMap;size;int;FALSE;TRUE;FALSE;private;
jdk.internal.loader.URLClassPath;index;int;FALSE;FALSE;FALSE;private;
java.io.ByteArrayInputStream;mark;int;FALSE;FALSE;FALSE;protected;
jdk.internal.misc.VM;JVMTI_THREAD_STATE_WAITING_INDEFINITELY;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Hashtable;VALUES;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.ThreadGroup;nUnstartedThreads;int;FALSE;FALSE;FALSE;package;
java.lang.Integer;BYTES;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Field;slot;int;FALSE;FALSE;FALSE;private;
java.lang.Long;BYTES;int;TRUE;TRUE;FALSE;public;immutable type
java.io.BufferedInputStream;DEFAULT_BUFFER_SIZE;int;TRUE;FALSE;FALSE;private;immutable type
java.io.FileDescriptor;fd;int;FALSE;FALSE;FALSE;private;
java.util.concurrent.atomic.AtomicInteger;value;int;FALSE;FALSE;FALSE;private;
java.nio.Buffer;position;int;FALSE;FALSE;FALSE;private;
java.util.concurrent.ConcurrentHashMap;MAX_ARRAY_SIZE;int;TRUE;TRUE;FALSE;package;immutable type
java.nio.charset.CharsetDecoder;ST_RESET;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Thread;MIN_PRIORITY;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Parameter;modifiers;int;FALSE;TRUE;FALSE;private;
java.util.ArrayDeque;head;int;FALSE;FALSE;FALSE;package;
java.lang.reflect.Member;PUBLIC;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MIN_RADIX;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Constructor;modifiers;int;FALSE;FALSE;FALSE;private;
java.lang.reflect.Modifier;PUBLIC;int;TRUE;TRUE;FALSE;public;immutable type
java.util.Hashtable;modCount;int;FALSE;FALSE;FALSE;private;
java.io.BufferedInputStream;marklimit;int;FALSE;FALSE;FALSE;protected;
jdk.internal.misc.VM;SYSTEM_BOOTED;int;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;MOVED;int;TRUE;TRUE;FALSE;package;immutable type
java.io.ByteArrayInputStream;count;int;FALSE;FALSE;FALSE;protected;
jdk.internal.misc.Unsafe;ARRAY_CHAR_INDEX_SCALE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.concurrent.ConcurrentHashMap;MIN_TREEIFY_CAPACITY;int;TRUE;TRUE;FALSE;package;immutable type
java.util.ArrayDeque;tail;int;FALSE;FALSE;FALSE;package;
jdk.internal.misc.Unsafe;ARRAY_SHORT_INDEX_SCALE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.Vector;elementCount;int;FALSE;FALSE;FALSE;protected;
java.io.ByteArrayInputStream;pos;int;FALSE;FALSE;FALSE;protected;
java.security.cert.Certificate;hash;int;FALSE;FALSE;FALSE;private;
java.lang.invoke.MethodType;MAX_MH_ARITY;int;TRUE;TRUE;FALSE;package;immutable type
java.lang.reflect.Modifier;MANDATED;int;TRUE;TRUE;FALSE;package;immutable type
jdk.internal.misc.Unsafe;ARRAY_BYTE_BASE_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Modifier;VARARGS;int;TRUE;TRUE;FALSE;package;immutable type
java.lang.Character;MIN_SUPPLEMENTARY_CODE_POINT;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Modifier;VOLATILE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.HashMap;modCount;int;FALSE;FALSE;FALSE;package;
jdk.internal.misc.VM;SYSTEM_LOADER_INITIALIZING;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Locale;DISPLAY_UEXT_KEY;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Double;MAX_EXPONENT;int;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.CharsetEncoder;ST_END;int;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;MIN_TRANSFER_STRIDE;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Float;BYTES;int;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.misc.VM;JVMTI_THREAD_STATE_RUNNABLE;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Character;BYTES;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.invoke.MethodType;MAX_JVM_ARITY;int;TRUE;TRUE;FALSE;package;immutable type
java.lang.Double;MIN_EXPONENT;int;TRUE;TRUE;FALSE;public;immutable type
java.util.Collections;INDEXOFSUBLIST_THRESHOLD;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Locale;hash;int;FALSE;FALSE;FALSE;private;
jdk.internal.misc.Unsafe;ARRAY_CHAR_BASE_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
java.util.HashMap;MIN_TREEIFY_CAPACITY;int;TRUE;TRUE;FALSE;package;immutable type
java.util.Locale;DISPLAY_SCRIPT;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Modifier;INTERFACE_MODIFIERS;int;TRUE;TRUE;FALSE;private;immutable type
java.nio.charset.CharsetEncoder;ST_CODING;int;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.misc.Unsafe;ARRAY_OBJECT_BASE_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
java.util.concurrent.ConcurrentHashMap;DEFAULT_CAPACITY;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Hashtable;count;int;FALSE;FALSE;FALSE;private;
sun.launcher.LauncherHelper;LM_MODULE;int;TRUE;TRUE;FALSE;private;immutable type
java.io.InputStream;MAX_SKIP_BUFFER_SIZE;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Double;SIZE;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Character;MAX_RADIX;int;TRUE;TRUE;FALSE;public;immutable type
java.io.BufferedInputStream;pos;int;FALSE;FALSE;FALSE;protected;
java.net.URI;hash;int;FALSE;FALSE;FALSE;private;
jdk.internal.module.ModuleResolution;value;int;FALSE;TRUE;FALSE;package;
java.lang.reflect.Modifier;SYNCHRONIZED;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Throwable;depth;int;FALSE;FALSE;FALSE;private;
java.util.HashMap;threshold;int;FALSE;FALSE;FALSE;package;
java.nio.charset.CharsetEncoder;ST_FLUSHED;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Hashtable;KEYS;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Double;BYTES;int;TRUE;TRUE;FALSE;public;immutable type
sun.net.util.IPAddressUtil;INADDR16SZ;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Modifier;NATIVE;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Thread;priority;int;FALSE;FALSE;FALSE;private;
java.lang.reflect.Modifier;ENUM;int;TRUE;TRUE;FALSE;package;immutable type
java.util.Locale;DISPLAY_UEXT_TYPE;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Float;MIN_EXPONENT;int;TRUE;TRUE;FALSE;public;immutable type
java.util.Hashtable;ENTRIES;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.invoke.MethodType;MAX_MH_INVOKER_ARITY;int;TRUE;TRUE;FALSE;package;immutable type
java.util.WeakHashMap;modCount;int;FALSE;FALSE;FALSE;package;
java.util.Collections;REVERSE_THRESHOLD;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Short;BYTES;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Class;SYNTHETIC;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Modifier;ANNOTATION;int;TRUE;TRUE;FALSE;package;immutable type
sun.util.PreHashedMap;rows;int;FALSE;TRUE;FALSE;private;
sun.util.locale.BaseLocale;hash;int;FALSE;FALSE;FALSE;private;
java.util.AbstractCollection;MAX_ARRAY_SIZE;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Float;MAX_EXPONENT;int;TRUE;TRUE;FALSE;public;immutable type
sun.util.PreHashedMap;mask;int;FALSE;TRUE;FALSE;private;
java.lang.StackTraceElement;lineNumber;int;FALSE;FALSE;FALSE;private;
jdk.internal.misc.Unsafe;ARRAY_OBJECT_INDEX_SCALE;int;TRUE;TRUE;FALSE;public;immutable type
java.net.URL;hashCode;int;FALSE;FALSE;FALSE;private;
java.util.WeakHashMap;size;int;FALSE;FALSE;FALSE;private;
java.io.InputStream;DEFAULT_BUFFER_SIZE;int;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.misc.Unsafe;ARRAY_FLOAT_BASE_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.ThreadGroup;nthreads;int;FALSE;FALSE;FALSE;package;
sun.net.util.IPAddressUtil;INT16SZ;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Collections;ROTATE_THRESHOLD;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Integer;MAX_VALUE;int;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.misc.VM;JVMTI_THREAD_STATE_BLOCKED_ON_MONITOR_ENTER;int;TRUE;TRUE;FALSE;private;immutable type
sun.net.util.IPAddressUtil;INADDR4SZ;int;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.misc.VM;SYSTEM_SHUTDOWN;int;TRUE;TRUE;FALSE;private;immutable type
java.io.ObjectStreamField;offset;int;FALSE;FALSE;FALSE;private;
java.lang.reflect.Modifier;PROTECTED;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.reflect.Method;modifiers;int;FALSE;FALSE;FALSE;private;
java.util.concurrent.ConcurrentHashMap;RESIZE_STAMP_SHIFT;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Modifier;PARAMETER_MODIFIERS;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Member;DECLARED;int;TRUE;TRUE;FALSE;public;immutable type
java.io.File;prefixLength;int;FALSE;TRUE;FALSE;private;
java.lang.reflect.Modifier;ABSTRACT;int;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.misc.VM;JVMTI_THREAD_STATE_ALIVE;int;TRUE;TRUE;FALSE;private;immutable type
java.util.WeakHashMap;threshold;int;FALSE;FALSE;FALSE;private;
java.lang.reflect.Modifier;METHOD_MODIFIERS;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Method;slot;int;FALSE;FALSE;FALSE;private;
java.util.concurrent.ConcurrentHashMap;TREEIFY_THRESHOLD;int;TRUE;TRUE;FALSE;package;immutable type
jdk.internal.misc.VM;peakFinalRefCount;int;TRUE;FALSE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;NCPU;int;TRUE;TRUE;FALSE;package;immutable type
jdk.internal.misc.Signal;number;int;FALSE;FALSE;FALSE;private;
java.lang.reflect.Field;modifiers;int;FALSE;FALSE;FALSE;private;
sun.launcher.LauncherHelper;LM_CLASS;int;TRUE;TRUE;FALSE;private;immutable type
java.util.ArrayDeque;MAX_ARRAY_SIZE;int;TRUE;TRUE;FALSE;private;immutable type
sun.util.PreHashedMap;i;int;FALSE;FALSE;FALSE;private;
java.nio.Buffer;limit;int;FALSE;FALSE;FALSE;private;
java.util.concurrent.ConcurrentHashMap;RESERVED;int;TRUE;TRUE;FALSE;package;immutable type
sun.launcher.LauncherHelper;LM_UNKNOWN;int;TRUE;TRUE;FALSE;private;immutable type
java.util.Arrays;MIN_ARRAY_SORT_GRAN;int;TRUE;TRUE;FALSE;private;immutable type
java.nio.Buffer;mark;int;FALSE;FALSE;FALSE;private;
jdk.internal.misc.Unsafe;ARRAY_DOUBLE_BASE_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
java.nio.charset.CharsetDecoder;ST_FLUSHED;int;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.module.ModuleReferenceImpl;hash;int;FALSE;FALSE;FALSE;private;
java.util.concurrent.ConcurrentHashMap;DEFAULT_CONCURRENCY_LEVEL;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.ThreadGroup;ngroups;int;FALSE;FALSE;FALSE;package;
jdk.internal.misc.Unsafe;ARRAY_BYTE_INDEX_SCALE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.ArrayList;MAX_ARRAY_SIZE;int;TRUE;TRUE;FALSE;private;immutable type
java.io.BufferedOutputStream;count;int;FALSE;FALSE;FALSE;protected;
java.nio.charset.CharsetEncoder;ST_RESET;int;TRUE;TRUE;FALSE;private;immutable type
java.util.HashMap;TREEIFY_THRESHOLD;int;TRUE;TRUE;FALSE;package;immutable type
java.util.ArrayList;DEFAULT_CAPACITY;int;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.misc.Unsafe;ARRAY_SHORT_BASE_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.reflect.ConstantPool;tagCode;int;FALSE;TRUE;FALSE;private;
java.util.Vector;capacityIncrement;int;FALSE;FALSE;FALSE;protected;
jdk.internal.misc.Unsafe;ARRAY_LONG_INDEX_SCALE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.Hashtable;MAX_ARRAY_SIZE;int;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;HASH_BITS;int;TRUE;TRUE;FALSE;package;immutable type
jdk.internal.misc.VM;MODULE_SYSTEM_INITED;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.reflect.Modifier;CONSTRUCTOR_MODIFIERS;int;TRUE;TRUE;FALSE;private;immutable type
java.lang.Integer;MIN_VALUE;int;TRUE;TRUE;FALSE;public;immutable type
java.util.Locale;DISPLAY_COUNTRY;int;TRUE;TRUE;FALSE;private;immutable type
java.util.HashMap;size;int;FALSE;FALSE;FALSE;package;
jdk.internal.misc.VM;JVMTI_THREAD_STATE_WAITING_WITH_TIMEOUT;int;TRUE;TRUE;FALSE;private;immutable type
java.util.WeakHashMap;MAXIMUM_CAPACITY;int;TRUE;TRUE;FALSE;private;immutable type
java.nio.charset.CharsetEncoder;state;int;FALSE;FALSE;FALSE;private;
jdk.internal.loader.URLClassPath;index;int;FALSE;FALSE;FALSE;private;
java.nio.Buffer;capacity;int;FALSE;FALSE;FALSE;private;
jdk.internal.misc.Unsafe;INVALID_FIELD_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
sun.launcher.LauncherHelper;LM_JAR;int;TRUE;TRUE;FALSE;private;immutable type
jdk.internal.misc.VM;initLevel;int;TRUE;FALSE;FALSE;private;immutable type
java.lang.ThreadGroup;maxPriority;int;FALSE;FALSE;FALSE;package;
java.net.URL;port;int;FALSE;FALSE;FALSE;private;
java.lang.reflect.Modifier;STATIC;int;TRUE;TRUE;FALSE;public;immutable type
jdk.internal.misc.Unsafe;ARRAY_DOUBLE_INDEX_SCALE;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Thread;threadLocalRandomProbe;int;FALSE;FALSE;FALSE;package;
java.lang.Class;classRedefinedCount;int;FALSE;FALSE;FALSE;private;
java.lang.Short;SIZE;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.String;hash;int;FALSE;FALSE;FALSE;private;
jdk.internal.misc.Unsafe;ARRAY_LONG_BASE_OFFSET;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.ThreadLocal;threadLocalHashCode;int;FALSE;TRUE;FALSE;private;
java.lang.Enum;ordinal;int;FALSE;TRUE;FALSE;private;
jdk.internal.misc.VM;finalRefCount;int;TRUE;FALSE;FALSE;private;immutable type
java.util.Locale;DISPLAY_LANGUAGE;int;TRUE;TRUE;FALSE;private;immutable type
java.nio.ByteBuffer;offset;int;FALSE;TRUE;FALSE;package;
java.lang.reflect.Modifier;STRICT;int;TRUE;TRUE;FALSE;public;immutable type
java.lang.Class;ENUM;int;TRUE;TRUE;FALSE;private;immutable type
java.util.concurrent.ConcurrentHashMap;ABASE;int;TRUE;TRUE;FALSE;private;immutable type
