Owner;Name;Type;Final;Mutability;Array;Access
java.nio.file.attribute.PosixFilePermission;OWNER_EXECUTE;java.nio.file.attribute.PosixFilePermission;true;unknown;false;public
java.time.chrono.HijrahEra;AH;java.time.chrono.HijrahEra;true;unknown;false;public
sun.security.x509.AlgorithmId;SHA512_224_oid;sun.security.util.ObjectIdentifier;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;GET_AND_ADD_ACQUIRE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.time.temporal.ChronoUnit;MONTHS;java.time.temporal.ChronoUnit;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;GET_AND_BITWISE_XOR_RELEASE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.math.RoundingMode;UNNECESSARY;java.math.RoundingMode;true;unknown;false;public
java.time.OffsetDateTime;MIN;java.time.OffsetDateTime;true;unknown;false;public
java.lang.Thread$State;NEW;java.lang.Thread$State;true;unknown;false;public
java.text.NumberFormat$Field;GROUPING_SEPARATOR;java.text.NumberFormat$Field;true;unknown;false;public
jdk.internal.org.objectweb.asm.Type;FLOAT_TYPE;jdk.internal.org.objectweb.asm.Type;true;unknown;false;public
java.time.format.DateTimeFormatter;ISO_INSTANT;java.time.format.DateTimeFormatter;true;unknown;false;public
sun.util.locale.provider.LocaleProviderAdapter$Type;SPI;sun.util.locale.provider.LocaleProviderAdapter$Type;true;unknown;false;public
sun.net.ftp.FtpReplyCode;NEED_ADAT;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.time.temporal.ChronoField;MINUTE_OF_HOUR;java.time.temporal.ChronoField;true;unknown;false;public
java.io.FileDescriptor;out;java.io.FileDescriptor;true;unknown;false;public
sun.invoke.util.Wrapper;DOUBLE;sun.invoke.util.Wrapper;true;unknown;false;public
java.util.jar.Attributes$Name;SPECIFICATION_VERSION;java.util.jar.Attributes$Name;true;unknown;false;public
java.nio.file.attribute.PosixFilePermission;OTHERS_READ;java.nio.file.attribute.PosixFilePermission;true;unknown;false;public
java.lang.invoke.VarHandle$AccessMode;GET_AND_BITWISE_OR_ACQUIRE;java.lang.invoke.VarHandle$AccessMode;true;unknown;false;public
java.util.Locale;ITALIAN;java.util.Locale;true;unknown;false;public
jdk.internal.reflect.ConstantPool$Tag;FIELDREF;jdk.internal.reflect.ConstantPool$Tag;true;unknown;false;public
java.text.NumberFormat$Field;CURRENCY;java.text.NumberFormat$Field;true;unknown;false;public
java.util.jar.Attributes$Name;IMPLEMENTATION_VENDOR_ID;java.util.jar.Attributes$Name;true;unknown;false;public
java.math.BigInteger;TEN;java.math.BigInteger;true;unknown;false;public
sun.net.ftp.FtpReplyCode;INVALID_PARAMETER;sun.net.ftp.FtpReplyCode;true;unknown;false;public
java.time.format.DateTimeFormatter;RFC_1123_DATE_TIME;java.time.format.DateTimeFormatter;true;unknown;false;public
java.lang.StackWalker$Option;RETAIN_CLASS_REFERENCE;java.lang.StackWalker$Option;true;unknown;false;public
javax.net.ssl.SSLEngineResult$Status;OK;javax.net.ssl.SSLEngineResult$Status;true;unknown;false;public
java.util.Locale$FilteringMode;EXTENDED_FILTERING;java.util.Locale$FilteringMode;true;unknown;false;public
java.time.chrono.IsoChronology;INSTANCE;java.time.chrono.IsoChronology;true;unknown;false;public
java.text.NumberFormat$Field;INTEGER;java.text.NumberFormat$Field;true;unknown;false;public
